tab 	sites
age	age_high	age_low	age_unit	citations	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	height	lat	lithologies	location	lon	method_codes	result_quality	result_type	samples	site	software_packages	specimens	vgp_dm	vgp_dp	vgp_lat	vgp_lon
1779	1782	1776	Ma	This study	9.5	mc	239.4	57.8	65	5	5	5	0	t	4.9388	0	Intrusive	Diabase	0	45.5339	Diabase	ECMB	265.75768	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED3-2:NED3-3:NED3-4:NED3-6:NED3-7	NED3	pmagpy-4.2.25: demag_gui.v.3.0	NED3-2b:NED3-3b:NED3-4b:NED3-6b:NED3-7b	14	10.3	9.5	222.6
1779	1782	1776	Ma	This study													Intrusive	Diabase		45.5343	Diabase	ECMB	265.76627	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	b	i		NED30	pmagpy-4.2.25: demag_gui.v.3.0					
1779	1782	1776	Ma	This study	180	lc	208.2	63.5	1	4	4	4	0	t	1.9016	0	Intrusive	Diabase	0	45.53385	Diabase	ECMB	265.75785	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED31-2:NED31-3:NED31-4:NED31-5	NED31	pmagpy-4.2.25: demag_gui.v.3.0	NED31-2a:NED31-3a:NED31-4a:NED31-5a	284.8	225.4	4	246.2
1779	1782	1776	Ma	This study	20.4	hc	275.7	42	21	4	4	4	0	t	3.8589	0	Intrusive	Diabase	0	45.53385	Diabase	ECMB	265.75785	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED31-2:NED31-3:NED31-4:NED31-5	NED31	pmagpy-4.2.25: demag_gui.v.3.0	NED31-2a:NED31-3a:NED31-4a:NED31-5a	25	15.4	20.9	189.6
1779	1782	1776	Ma	This study	3	mc	184.7	69.4	1730	3	3	3	0	t	2.9988	0	Intrusive	Diabase	0	45.53385	Diabase	ECMB	265.75785	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED31-3:NED31-4:NED31-5	NED31	pmagpy-4.2.25: demag_gui.v.3.0	NED31-3a:NED31-4a:NED31-5a	5.1	4.4	8.7	262.9
1779	1782	1776	Ma	This study	180	lc	222.1	-42.4	2	3	3	3	0	r	1.9955	0	Intrusive	Diabase	0	45.52835	Diabase	ECMB	265.75907	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED32-1:NED32-2:NED32-9	NED32	pmagpy-4.2.25: demag_gui.v.3.0	NED32-1a:NED32-2a:NED32-9a	221.7	136.6	-50.3	193.1
1779	1782	1776	Ma	This study	22.9	llc	215.9	-7.3	17	4	4	4	0	r	3.8237	0	Intrusive	Diabase	0	45.52835	Diabase	ECMB	265.75907	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED32-3:NED32-4:NED32-6:NED32-9	NED32	pmagpy-4.2.25: demag_gui.v.3.0	NED32-3a:NED32-4a:NED32-6a:NED32-9a	23	11.6	-37.7	218.0
1779	1782	1776	Ma	This study	21.4	hc	260.3	28.6	8	8	8	8	0	t	7.082	0	Intrusive	Diabase	0	45.52136	Diabase	ECMB	265.76313	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED33-1:NED33-2:NED33-3:NED33-4:NED33-5:NED33-6:NED33-7:NED33-8	NED33	pmagpy-4.2.25: demag_gui.v.3.0	NED33-1a:NED33-2a:NED33-3a:NED33-4a:NED33-5a:NED33-6a:NED33-7a:NED33-8a	23.5	12.9	4.2	193.3
1779	1782	1776	Ma	This study	82.7	lc	290.3	-42.2	3	3	3	3	0	t	2.397	0	Intrusive	Diabase	0	45.52136	Diabase	ECMB	265.76313	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED33-3:NED33-4:NED33-8	NED33	pmagpy-4.2.25: demag_gui.v.3.0	NED33-3a:NED33-4a:NED33-8a	101.7	62.5	-4.2	144.7
1779	1782	1776	Ma	This study	35.2	llc	199.3	19	5	6	6	6	0	t	4.9059	0	Intrusive	Diabase	0	45.52136	Diabase	ECMB	265.76313	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED33-1:NED33-2:NED33-3:NED33-5:NED33-6:NED33-7	NED33	pmagpy-4.2.25: demag_gui.v.3.0	NED33-1a:NED33-2a:NED33-3a:NED33-5a:NED33-6a:NED33-7a	36.7	19.1	-32	243.2
1779	1782	1776	Ma	This study	2.9	mc	185.9	77	362	8	8	8	0	t	7.9806	0	Intrusive	Diabase	0	45.517	Diabase	ECMB	265.78083	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED34-1:NED34-2:NED34-3:NED34-4:NED34-5:NED34-6:NED34-7:NED34-8	NED34	pmagpy-4.2.25: demag_gui.v.3.0	NED34-1a:NED34-2a:NED34-3a:NED34-4a:NED34-5a:NED34-6a:NED34-7a:NED34-8a	5.4	5	20.8	263.1
1779	1782	1776	Ma	This study	3.4	mc	166.4	74.7	261	8	8	8	0	t	7.9731	0	Intrusive	Diabase	0	45.5332	Diabase	ECMB	265.75761	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED35-1:NED35-2:NED35-3:NED35-4:NED35-6:NED35-7:NED35-8:NED35-9	NED35	pmagpy-4.2.25: demag_gui.v.3.0	NED35-1a:NED35-2a:NED35-3a:NED35-4a:NED35-6a:NED35-7a:NED35-8a:NED35-9a	6.2	5.6	17.4	272.6
1779	1782	1776	Ma	This study	4.2	hc	276.9	33.6	203	7	7	7	0	t	6.9705	0	Intrusive	Diabase	0	45.53459	Diabase	ECMB	265.7367	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED36-1:NED36-2:NED36-3:NED36-4:NED36-5:NED36-7:NED36-8	NED36	pmagpy-4.2.25: demag_gui.v.3.0	NED36-1a:NED36-2a:NED36-3a:NED36-4a:NED36-5a:NED36-7a:NED36-8a	4.8	2.7	17.7	184.2
1779	1782	1776	Ma	This study	14.8	lc	354.6	67.7	18	7	7	7	0	n	6.6573	0	Intrusive	Diabase	0	45.53459	Diabase	ECMB	265.7367	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED36-1:NED36-2:NED36-3:NED36-4:NED36-5:NED36-7:NED36-8	NED36	pmagpy-4.2.25: demag_gui.v.3.0	NED36-1a:NED36-2a:NED36-3a:NED36-4a:NED36-5a:NED36-7a:NED36-8a	24.7	20.7	83.8	232.5
1779	1782	1776	Ma	This study	18.2	hc	275.8	47.8	47	3	3	3	0	t	2.9574	0	Intrusive	Diabase	0	45.53341	Diabase	ECMB	265.75862	LP-DIR-AF:DE-BFL:DA-DIR-GEO:DE-BFL-A:LP-DC4:DE-FM	g	i	NED4-6:NED4-7:NED4-8	NED4	pmagpy-4.2.25: demag_gui.v.3.0	NED4-6b:NED4-7b:NED4-8b	23.7	15.5	24	193.3
1779	1782	1776	Ma	This study	7.7	lc	6.5	59.4	63	7	7	7	0	n	6.905	0	Intrusive	Diabase	0	45.53341	Diabase	ECMB	265.75862	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED4-2:NED4-3:NED4-4:NED4-5:NED4-6:NED4-7:NED4-8	NED4	pmagpy-4.2.25: demag_gui.v.3.0	NED4-2b:NED4-3b:NED4-4b:NED4-5b:NED4-6b:NED4-7b:NED4-8b	11.6	8.7	82.9	41.7
1779	1782	1776	Ma	This study	4.6	mc	170.3	79	213	6	6	6	0	t	5.9765	0	Intrusive	Diabase	0	45.53309	Diabase	ECMB	265.75803	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED5-3:NED5-4:NED5-5:NED5-6:NED5-7:NED5-8	NED5	pmagpy-4.2.25: demag_gui.v.3.0	NED5-3b:NED5-4b:NED5-5b:NED5-6b:NED5-7b:NED5-8b	8.7	8.3	24.5	269.6
1779	1782	1776	Ma	This study	3.8	mc	197.8	73.6	183	9	9	9	0	t	8.9564	0	Intrusive	Diabase	0	45.53299	Diabase	ECMB	265.75773	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED6-1:NED6-2:NED6-3:NED6-4:NED6-5:NED6-6:NED6-7:NED6-8:NED6-9	NED6	pmagpy-4.2.25: demag_gui.v.3.0	NED6-1b:NED6-2b:NED6-3b:NED6-4b:NED6-5b:NED6-6b:NED6-7b:NED6-8b:NED6-9b	6.8	6.1	16.1	256.5
1779	1782	1776	Ma	This study	5.2	hc	268.3	47.7	114	8	8	8	0	t	7.9385	0	Intrusive	Diabase	0	45.53299	Diabase	ECMB	265.75773	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO:DE-BFL:LP-DC4:DE-FM	g	i	NED6-1:NED6-2:NED6-3:NED6-5:NED6-6:NED6-7:NED6-8:NED6-9	NED6	pmagpy-4.2.25: demag_gui.v.3.0	NED6-1b:NED6-2b:NED6-3b:NED6-5b:NED6-6b:NED6-7b:NED6-8b:NED6-9b	6.8	4.4	19	197.9
1779	1782	1776	Ma	This study	5.4	mc	266.3	81.3	204	5	5	5	0	n	4.9804	0	Intrusive	Diabase	0	45.53288	Diabase	ECMB	265.75767	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED7-1:NED7-2:NED7-3:NED7-4:NED7-8	NED7	pmagpy-4.2.25: demag_gui.v.3.0	NED7-1b:NED7-2b:NED7-3b:NED7-4b:NED7-8b	10.4	10.1	42	242.6
1779	1782	1776	Ma	This study	18.1	lc	355.9	-25.7	15	6	6	6	0	t	5.658	0	Intrusive	Diabase	0	45.53288	Diabase	ECMB	265.75767	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED7-1:NED7-3:NED7-4:NED7-5:NED7-7:NED7-8	NED7	pmagpy-4.2.25: demag_gui.v.3.0	NED7-1b:NED7-3b:NED7-4b:NED7-5b:NED7-7b:NED7-8b	19.5	10.5	30.8	90.4
1779	1782	1776	Ma	This study	13	hc	280.9	49.9	374	2	2	2	0	t	1.9973	0	Intrusive	Diabase	0	45.53286	Diabase	ECMB	265.75782	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	i	NED8-3:NED8-4	NED8	pmagpy-4.2.25: demag_gui.v.3.0	NED8-3b:NED8-4b	17.4	11.6	28.6	191.7
1779	1782	1776	Ma	This study	2.9	mc	202.6	78.6	423	7	7	7	0	t	6.9858	0	Intrusive	Diabase	0	45.53286	Diabase	ECMB	265.75782	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED8-1:NED8-2:NED8-3:NED8-4:NED8-5:NED8-6:NED8-7	NED8	pmagpy-4.2.25: demag_gui.v.3.0	NED8-1b:NED8-2b:NED8-3b:NED8-4b:NED8-5b:NED8-6b:NED8-7b	5.5	5.2	24.8	256.6
1779	1782	1776	Ma	This study	20.8	lc	333.5	67.3	146	2	2	2	0	n	1.9931	0	Intrusive	Diabase	0	45.53286	Diabase	ECMB	265.75782	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4	g	i	NED8-5:NED8-6	NED8	pmagpy-4.2.25: demag_gui.v.3.0	NED8-5b:NED8-6b	34.6	28.8	71.7	199.8
1779	1782	1776	Ma	This study	6.4	mc	191.1	71.5	90	7	7	7	0	t	6.9334	0	Intrusive	Diabase	0	45.53314	Diabase	ECMB	265.75855	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NED9-2:NED9-3:NED9-4:NED9-5:NED9-6:NED9-7:NED9-8	NED9	pmagpy-4.2.25: demag_gui.v.3.0	NED9-2b:NED9-3b:NED9-4b:NED9-5b:NED9-6b:NED9-7b:NED9-8b	11.2	9.8	12.2	259.5
1095	1100	1090	Ma	This study	64	hc	268.7	-31.9	2	9	9	9	0	t	4.0241	0	Intrusive	Diabase	0	45.53407	Diabase	ECMB	265.76852	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NWD1-10:NWD1-11:NWD1-12:NWD1-13:NWD1-14:NWD1-15:NWD1-1:NWD1-2:NWD1-9	NWD1	pmagpy-4.2.25: demag_gui.v.3.0	NWD1-10b:NWD1-11b:NWD1-12b:NWD1-13a:NWD1-14a:NWD1-15a:NWD1-1b:NWD1-2b:NWD1-9b	72	40.5	-13.1	164.4
1095	1100	1090	Ma	This study	30.3	lc	1.0	46.6	2	16	16	16	0	n	9.8838	0	Intrusive	Diabase	0	45.53407	Diabase	ECMB	265.76852	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NWD1-10:NWD1-11:NWD1-12:NWD1-13:NWD1-14:NWD1-15:NWD1-16:NWD1-17:NWD1-18:NWD1-3:NWD1-4:NWD1-5:NWD1-6:NWD1-7:NWD1-8:NWD1-9	NWD1	pmagpy-4.2.25: demag_gui.v.3.0	NWD1-10b:NWD1-11b:NWD1-12b:NWD1-13a:NWD1-14a:NWD1-15a:NWD1-16a:NWD1-17a:NWD1-18a:NWD1-3b:NWD1-4b:NWD1-5b:NWD1-6b:NWD1-7b:NWD1-8b:NWD1-9b	39	25.1	72.3	82.9
1095	1100	1090	Ma	This study	59.6	llc	39.8	58.8	3	4	4	4	0	n	3.1059	0	Intrusive	Diabase	0	45.53407	Diabase	ECMB	265.76852	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NWD1-10:NWD1-19:NWD1-3:NWD1-9	NWD1	pmagpy-4.2.25: demag_gui.v.3.0	NWD1-10b:NWD1-19a:NWD1-3b:NWD1-9b	88.7	66	60.4	353.1
1095	1100	1090	Ma	This study	6.4	mc	293.4	41.6	66	9	9	9	0	t	8.8792	0	Intrusive	Diabase	0	45.53407	Diabase	ECMB	265.76852	LP-DIR-AF:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NWD1-11:NWD1-12:NWD1-13:NWD1-14:NWD1-15:NWD1-16:NWD1-17:NWD1-18:NWD1-3	NWD1	pmagpy-4.2.25: demag_gui.v.3.0	NWD1-11b:NWD1-12b:NWD1-13a:NWD1-14a:NWD1-15a:NWD1-16a:NWD1-17a:NWD1-18a:NWD1-3b	7.8	4.8	32.9	177.5
1095	1100	1090	Ma	This study	12.3	mt	292.5	34	56	4	4	4	0	t	3.9468	0	Intrusive	Diabase	0	45.53407	Diabase	ECMB	265.76852	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	NWD1-10:NWD1-11:NWD1-12:NWD1-9	NWD1	pmagpy-4.2.25: demag_gui.v.3.0	NWD1-10a:NWD1-11a:NWD1-12a:NWD1-9a	14.1	8	28.8	173.5
1783	1794	1774	Ma	This study	47	ht	168.9	-0.5	3	6	6	6	0	r	4.324	0	Intrusive	Granite	0	45.53021	Granite	ECMB	265.76578	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	RFG1-1:RFG1-2:RFG1-3:RFG1-4:RFG1-5:RFG1-9	RFG1	pmagpy-4.2.25: demag_gui.v.3.0	RFG1-1a:RFG1-2a:RFG1-3a:RFG1-4a:RFG1-5a:RFG1-9a	47	23.5	-43.7	281.2
1783	1794	1774	Ma	This study	69.6	lt	162.6	-2.2	15	2	2	2	0	r	1.9337	0	Intrusive	Granite	0	45.53021	Granite	ECMB	265.76578	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	i	RFG1-1:RFG1-2	RFG1	pmagpy-4.2.25: demag_gui.v.3.0	RFG1-1a:RFG1-2a	69.6	34.8	-43	289.9
1783	1794	1774	Ma	This study	43.5	mt	214.3	2.2	2	12	12	12	0	t	6.3959	0	Intrusive	Granite	0	45.53021	Granite	ECMB	265.76578	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	RFG1-10:RFG1-11:RFG1-12:RFG1-13:RFG1-1:RFG1-3:RFG1-4:RFG1-5:RFG1-6:RFG1-7:RFG1-8:RFG1-9	RFG1	pmagpy-4.2.25: demag_gui.v.3.0	RFG1-10a:RFG1-11a:RFG1-12a:RFG1-13a:RFG1-1a:RFG1-3a:RFG1-4a:RFG1-5a:RFG1-6a:RFG1-7a:RFG1-8a:RFG1-9a	43.5	21.8	-34.4	222.7
1781	1782	1780	Ma	This study	15.6	ht	257.1	64.2	259	2	2	2	0	t	1.9961	0	Intrusive	Diabase	0	45.53407	Diabase	ECMB	265.76861	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	i	SCG1-1:SCG1-3	SCG1	pmagpy-4.2.25: demag_gui.v.3.0	SCG1-1a:SCG1-3a	24.9	19.9	23.9	218.0
1781	1782	1780	Ma	This study	30.5	lt	32.2	67.6	17	3	3	3	0	n	2.8852	0	Intrusive	Diabase	0	45.53407	Diabase	ECMB	265.76861	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SCG1-1:SCG1-2:SCG1-3	SCG1	pmagpy-4.2.25: demag_gui.v.3.0	SCG1-1a:SCG1-2a:SCG1-3a	50.9	42.5	68.1	331.0
1781	1782	1780	Ma	This study	23.5	mt	280.1	34	29	3	3	3	0	t	2.93	0	Intrusive	Diabase	0	45.53407	Diabase	ECMB	265.76861	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	g	i	SCG1-1:SCG1-2:SCG1-3	SCG1	pmagpy-4.2.25: demag_gui.v.3.0	SCG1-1a:SCG1-2a:SCG1-3a	26.9	15.3	20.1	182.2
